month,day,hour,is_holiday,is_weekend,hum,t1,t2,wind_speed,weather,city,cnt,rate
4,13,7,0,0,1.0,7.759999999999998,8.3795,15.001299999999999,3,DC,70,1.1666666666666667
4,13,8,0,0,0.94,9.080000000000002,10.513299999999997,12.998000000000001,3,DC,164,2.7333333333333334
4,13,9,0,0,0.94,9.080000000000002,10.513299999999997,15.001299999999999,2,DC,65,1.0833333333333333
4,13,10,0,0,0.87,10.400000000000002,11.227700000000002,12.998000000000001,2,DC,46,0.7666666666666667
4,13,11,0,0,0.82,11.719999999999999,11.9374,12.998000000000001,2,DC,61,1.0166666666666666
4,13,12,0,0,0.82,11.719999999999999,11.9374,16.997899999999998,3,DC,95,1.5833333333333333
4,13,13,0,0,0.77,13.04,12.651800000000001,12.998000000000001,2,DC,61,1.0166666666666666
4,13,14,0,0,0.77,11.719999999999999,11.9374,16.997899999999998,2,DC,106,1.7666666666666666
4,13,15,0,0,0.72,13.04,12.651800000000001,19.0012,2,DC,81,1.35
4,13,16,0,0,0.67,14.360000000000003,13.3615,19.0012,1,DC,142,2.3666666666666667
4,13,17,0,0,0.67,14.360000000000003,13.3615,19.999499999999998,1,DC,309,5.15
4,13,18,0,0,0.62,13.04,12.651800000000001,26.0027,1,DC,321,5.35
4,13,19,0,0,0.62,13.04,12.651800000000001,16.997899999999998,1,DC,175,2.9166666666666665
4,13,20,0,0,0.62,13.04,12.651800000000001,16.997899999999998,1,DC,126,2.1
4,13,21,0,0,0.67,11.719999999999999,11.9374,11.0014,1,DC,117,1.95
4,13,22,0,0,0.67,11.719999999999999,11.9374,12.998000000000001,1,DC,99,1.65
4,13,23,0,0,0.71,10.400000000000002,11.227700000000002,8.9981,1,DC,62,1.0333333333333334
4,14,0,0,0,0.76,9.080000000000002,10.513299999999997,8.9981,1,DC,21,0.35
4,14,1,0,0,0.76,9.080000000000002,10.513299999999997,15.001299999999999,1,DC,10,0.16666666666666666
4,14,2,0,0,0.76,7.759999999999998,8.3795,8.9981,1,DC,3,0.05
4,14,3,0,0,0.81,6.440000000000001,7.665099999999999,8.9981,1,DC,2,0.03333333333333333
4,14,4,0,0,0.76,6.440000000000001,9.089199999999998,0.0,1,DC,9,0.15
4,14,5,0,0,0.76,6.440000000000001,8.3795,6.0032,1,DC,14,0.23333333333333334
4,14,6,0,0,0.76,6.440000000000001,8.3795,7.0015,1,DC,70,1.1666666666666667
4,14,7,0,0,0.66,9.080000000000002,10.513299999999997,0.0,1,DC,193,3.216666666666667
4,14,8,0,0,0.58,11.719999999999999,11.9374,11.0014,1,DC,337,5.616666666666666
4,14,9,0,0,0.51,14.360000000000003,13.3615,8.9981,1,DC,170,2.8333333333333335
4,14,10,0,0,0.51,17.0,14.785599999999999,12.998000000000001,1,DC,89,1.4833333333333334
4,14,11,0,0,0.45,18.32,15.5,11.0014,1,DC,115,1.9166666666666667
4,14,12,0,0,0.42,19.64,16.2144,8.9981,1,DC,145,2.4166666666666665
4,14,13,0,0,0.37,20.96,16.9241,15.001299999999999,1,DC,159,2.65
4,14,14,0,0,0.35,20.96,16.9241,6.0032,1,DC,137,2.283333333333333
4,14,15,0,0,0.31,23.6,21.196399999999997,6.0032,1,DC,142,2.3666666666666667
4,14,16,0,0,0.26,23.6,20.4867,7.0015,1,DC,202,3.3666666666666667
4,14,17,0,0,0.28,23.6,20.4867,0.0,1,DC,388,6.466666666666667
4,14,18,0,0,0.3,20.96,16.9241,0.0,1,DC,337,5.616666666666666
4,14,19,0,0,0.32,19.64,16.2144,0.0,1,DC,259,4.316666666666666
4,14,20,0,0,0.51,17.0,14.785599999999999,12.998000000000001,1,DC,169,2.816666666666667
4,14,21,0,0,0.63,14.360000000000003,13.3615,8.9981,1,DC,145,2.4166666666666665
4,14,22,0,0,0.55,15.68,14.0759,7.0015,1,DC,104,1.7333333333333334
4,14,23,0,0,0.59,14.360000000000003,13.3615,7.0015,1,DC,47,0.7833333333333333
4,15,0,1,0,0.67,13.04,12.651800000000001,0.0,1,DC,27,0.45
4,15,1,1,0,0.62,13.04,12.651800000000001,0.0,1,DC,15,0.25
4,15,2,1,0,0.76,10.400000000000002,11.227700000000002,0.0,1,DC,18,0.3
4,15,3,1,0,0.76,10.400000000000002,11.227700000000002,0.0,1,DC,3,0.05
4,15,4,1,0,0.82,9.080000000000002,10.513299999999997,6.0032,1,DC,3,0.05
4,15,5,1,0,0.81,7.759999999999998,9.089199999999998,7.0015,1,DC,13,0.21666666666666667
4,15,6,1,0,0.81,7.759999999999998,9.089199999999998,6.0032,1,DC,47,0.7833333333333333
4,15,7,1,0,0.71,10.400000000000002,11.227700000000002,11.0014,1,DC,149,2.4833333333333334
4,15,8,1,0,0.62,13.04,12.651800000000001,19.999499999999998,1,DC,300,5.0
4,15,9,1,0,0.55,17.0,14.785599999999999,12.998000000000001,1,DC,178,2.966666666666667
4,15,10,1,0,0.55,17.0,14.785599999999999,12.998000000000001,1,DC,122,2.033333333333333
4,15,11,1,0,0.55,18.32,15.5,12.998000000000001,1,DC,136,2.2666666666666666
4,15,12,1,0,0.55,18.32,15.5,19.0012,1,DC,200,3.3333333333333335
4,15,13,1,0,0.52,19.64,16.2144,16.997899999999998,1,DC,180,3.0
4,15,14,1,0,0.52,19.64,16.2144,16.997899999999998,1,DC,163,2.716666666666667
4,15,15,1,0,0.52,19.64,16.2144,30.002599999999997,1,DC,162,2.7
4,15,16,1,0,0.55,18.32,15.5,32.9975,1,DC,243,4.05
4,15,17,1,0,0.63,17.0,14.785599999999999,26.0027,2,DC,331,5.516666666666667
4,15,18,1,0,0.67,14.360000000000003,13.3615,26.0027,2,DC,263,4.383333333333334
4,15,19,1,0,0.77,11.719999999999999,11.9374,26.0027,1,DC,209,3.4833333333333334
4,15,20,1,0,0.76,10.400000000000002,11.227700000000002,22.0028,2,DC,118,1.9666666666666666
4,15,21,1,0,0.76,10.400000000000002,11.227700000000002,19.999499999999998,2,DC,102,1.7
4,15,22,1,0,0.82,9.080000000000002,10.513299999999997,26.0027,2,DC,80,1.3333333333333333
4,15,23,1,0,0.81,7.759999999999998,8.3795,12.998000000000001,2,DC,64,1.0666666666666667
4,16,0,0,1,0.81,7.759999999999998,8.3795,15.001299999999999,2,DC,43,0.7166666666666667
4,16,1,0,1,0.87,7.759999999999998,7.665099999999999,19.0012,2,DC,33,0.55
4,16,2,0,1,0.87,7.759999999999998,8.3795,8.9981,2,DC,24,0.4
4,16,3,0,1,0.87,7.759999999999998,8.3795,11.0014,2,DC,14,0.23333333333333334
4,16,4,0,1,0.87,7.759999999999998,8.3795,15.001299999999999,2,DC,5,0.08333333333333333
4,16,5,0,1,0.87,9.080000000000002,10.513299999999997,19.0012,2,DC,4,0.06666666666666667
4,16,6,0,1,0.82,10.400000000000002,11.227700000000002,22.0028,3,DC,10,0.16666666666666666
4,16,7,0,1,0.82,10.400000000000002,11.227700000000002,27.999299999999998,2,DC,21,0.35
4,16,8,0,1,0.87,10.400000000000002,11.227700000000002,23.9994,3,DC,45,0.75
4,16,9,0,1,1.0,10.400000000000002,11.227700000000002,19.999499999999998,3,DC,29,0.48333333333333334
4,16,10,0,1,0.94,11.719999999999999,11.9374,26.0027,3,DC,22,0.36666666666666664
4,16,11,0,1,0.94,11.719999999999999,11.9374,30.002599999999997,3,DC,31,0.5166666666666667
4,16,12,0,1,0.88,14.360000000000003,13.3615,39.000699999999995,2,DC,32,0.5333333333333333
4,16,13,0,1,0.94,14.360000000000003,13.3615,35.0008,3,DC,58,0.9666666666666667
4,16,14,0,1,0.83,18.32,15.5,39.000699999999995,3,DC,63,1.05
4,16,15,0,1,0.83,18.32,15.5,39.000699999999995,3,DC,78,1.3
4,16,16,0,1,0.88,17.0,14.785599999999999,31.0009,3,DC,33,0.55
4,16,17,0,1,0.88,17.0,14.785599999999999,39.000699999999995,3,DC,15,0.25
4,16,18,0,1,0.94,17.0,14.785599999999999,26.0027,2,DC,38,0.6333333333333333
4,16,19,0,1,0.94,18.32,15.5,27.999299999999998,2,DC,71,1.1833333333333333
4,16,20,0,1,0.94,13.04,12.651800000000001,15.001299999999999,3,DC,53,0.8833333333333333
4,16,21,0,1,0.94,13.04,12.651800000000001,0.0,2,DC,14,0.23333333333333334
4,16,22,0,1,1.0,11.719999999999999,11.9374,0.0,3,DC,24,0.4
4,16,23,0,1,0.77,13.04,12.651800000000001,19.0012,2,DC,35,0.5833333333333334
4,17,0,0,1,0.77,13.04,12.651800000000001,19.0012,2,DC,33,0.55
4,17,1,0,1,0.67,11.719999999999999,11.9374,15.001299999999999,1,DC,31,0.5166666666666667
4,17,2,0,1,0.62,10.400000000000002,11.227700000000002,12.998000000000001,1,DC,29,0.48333333333333334
4,17,3,0,1,0.66,10.400000000000002,11.227700000000002,8.9981,1,DC,25,0.4166666666666667
4,17,4,0,1,0.76,7.759999999999998,9.089199999999998,7.0015,1,DC,7,0.11666666666666667
4,17,5,0,1,0.71,7.759999999999998,8.3795,11.0014,1,DC,3,0.05
4,17,6,0,1,0.66,7.759999999999998,6.955399999999999,30.002599999999997,1,DC,8,0.13333333333333333
4,17,7,0,1,0.5,7.759999999999998,7.665099999999999,23.9994,1,DC,16,0.26666666666666666
4,17,8,0,1,0.46,9.080000000000002,10.513299999999997,26.0027,1,DC,43,0.7166666666666667
4,17,9,0,1,0.43,10.400000000000002,11.227700000000002,19.0012,1,DC,102,1.7
4,17,10,0,1,0.44,11.719999999999999,11.9374,30.002599999999997,1,DC,211,3.5166666666666666
4,17,11,0,1,0.41,14.360000000000003,13.3615,27.999299999999998,1,DC,304,5.066666666666666
4,17,12,0,1,0.38,14.360000000000003,13.3615,26.0027,1,DC,354,5.9
4,17,13,0,1,0.34,17.0,14.785599999999999,26.0027,1,DC,343,5.716666666666667
4,17,14,0,1,0.34,18.32,15.5,26.0027,1,DC,361,6.016666666666667
4,17,15,0,1,0.32,19.64,16.2144,35.0008,1,DC,388,6.466666666666667
4,17,16,0,1,0.3,19.64,16.2144,23.9994,1,DC,343,5.716666666666667
4,17,17,0,1,0.3,20.96,16.9241,30.002599999999997,1,DC,306,5.1
4,17,18,0,1,0.3,20.96,16.9241,26.0027,1,DC,277,4.616666666666666
4,17,19,0,1,0.3,20.96,16.9241,19.999499999999998,1,DC,210,3.5
4,17,20,0,1,0.36,18.32,15.5,12.998000000000001,1,DC,141,2.35
4,17,21,0,1,0.42,17.0,14.785599999999999,12.998000000000001,1,DC,83,1.3833333333333333
4,17,22,0,1,0.39,17.0,14.785599999999999,7.0015,1,DC,70,1.1666666666666667
4,17,23,0,1,0.67,13.04,12.651800000000001,11.0014,1,DC,56,0.9333333333333333
4,18,0,0,0,0.47,14.360000000000003,13.3615,6.0032,1,DC,39,0.65
4,18,1,0,0,0.47,14.360000000000003,13.3615,8.9981,1,DC,19,0.31666666666666665
4,18,2,0,0,0.67,11.719999999999999,11.9374,7.0015,1,DC,16,0.26666666666666666
4,18,3,0,0,0.62,11.719999999999999,11.9374,7.0015,1,DC,7,0.11666666666666667
4,18,4,0,0,0.87,10.400000000000002,11.227700000000002,11.0014,1,DC,6,0.1
4,18,5,0,0,0.76,10.400000000000002,11.227700000000002,6.0032,1,DC,16,0.26666666666666666
4,18,6,0,0,0.82,10.400000000000002,11.227700000000002,0.0,1,DC,54,0.9
4,18,7,0,0,0.63,14.360000000000003,13.3615,0.0,1,DC,168,2.8
4,18,8,0,0,0.63,14.360000000000003,13.3615,0.0,1,DC,297,4.95
4,18,9,0,0,0.55,17.0,14.785599999999999,7.0015,2,DC,169,2.816666666666667
4,18,10,0,0,0.55,18.32,15.5,7.0015,2,DC,109,1.8166666666666667
4,18,11,0,0,0.52,19.64,16.2144,6.0032,2,DC,123,2.05
4,18,12,0,0,0.49,20.96,16.9241,6.0032,2,DC,184,3.066666666666667
4,18,13,0,0,0.49,20.96,16.9241,11.0014,2,DC,169,2.816666666666667
4,18,14,0,0,0.49,22.279999999999994,17.6385,12.998000000000001,2,DC,144,2.4
4,18,15,0,0,0.43,23.6,21.196399999999997,12.998000000000001,2,DC,176,2.933333333333333
4,18,16,0,0,0.46,23.6,21.196399999999997,19.0012,1,DC,205,3.4166666666666665
4,18,17,0,0,0.49,22.279999999999994,17.6385,19.0012,1,DC,428,7.133333333333334
4,18,18,0,0,0.31,26.240000000000002,21.196399999999997,23.9994,1,DC,362,6.033333333333333
4,18,19,0,0,0.46,20.96,16.9241,16.997899999999998,1,DC,286,4.766666666666667
4,18,20,0,0,0.33,23.6,21.196399999999997,19.999499999999998,1,DC,165,2.75
4,18,21,0,0,0.37,20.96,16.9241,19.0012,1,DC,151,2.5166666666666666
4,18,22,0,0,0.55,18.32,15.5,19.0012,1,DC,90,1.5
4,18,23,0,0,0.59,17.0,14.785599999999999,16.997899999999998,1,DC,46,0.7666666666666667
4,19,0,0,0,0.55,17.0,14.785599999999999,15.001299999999999,1,DC,25,0.4166666666666667
4,19,1,0,0,0.63,14.360000000000003,13.3615,15.001299999999999,1,DC,7,0.11666666666666667
4,19,2,0,0,0.67,14.360000000000003,13.3615,19.0012,1,DC,13,0.21666666666666667
4,19,3,0,0,0.63,15.68,14.0759,15.001299999999999,1,DC,3,0.05
4,19,4,0,0,0.67,14.360000000000003,13.3615,6.0032,1,DC,5,0.08333333333333333
4,19,5,0,0,0.72,14.360000000000003,13.3615,12.998000000000001,2,DC,18,0.3
4,19,6,0,0,0.67,15.68,14.0759,0.0,2,DC,65,1.0833333333333333
4,19,7,0,0,0.55,18.32,15.5,0.0,2,DC,188,3.1333333333333333
4,19,8,0,0,0.68,17.0,14.785599999999999,8.9981,2,DC,351,5.85
4,19,9,0,0,0.63,18.32,15.5,6.0032,3,DC,162,2.7
4,19,10,0,0,0.72,17.0,14.785599999999999,15.001299999999999,2,DC,75,1.25
4,19,11,0,0,0.68,19.64,16.2144,11.0014,2,DC,72,1.2
4,19,12,0,0,0.64,19.64,16.2144,6.0032,2,DC,103,1.7166666666666666
4,19,13,0,0,0.68,19.64,16.2144,15.001299999999999,2,DC,129,2.15
4,19,14,0,0,0.64,19.64,16.2144,12.998000000000001,2,DC,107,1.7833333333333334
4,19,15,0,0,0.65,19.64,16.2144,11.0014,2,DC,127,2.1166666666666667
4,19,16,0,0,0.52,20.96,16.9241,19.999499999999998,1,DC,192,3.2
4,19,17,0,0,0.6,20.96,16.9241,7.0015,1,DC,411,6.85
4,19,18,0,0,0.64,19.64,16.2144,8.9981,2,DC,421,7.016666666666667
4,19,19,0,0,0.72,17.0,14.785599999999999,12.998000000000001,2,DC,276,4.6
4,19,20,0,0,0.72,17.0,14.785599999999999,15.001299999999999,2,DC,168,2.8
4,19,21,0,0,0.72,17.0,14.785599999999999,8.9981,2,DC,122,2.033333333333333
4,19,22,0,0,0.77,15.68,14.0759,6.0032,1,DC,112,1.8666666666666667
4,19,23,0,0,0.88,14.360000000000003,13.3615,6.0032,1,DC,52,0.8666666666666667
4,20,0,0,0,0.88,13.04,12.651800000000001,8.9981,1,DC,33,0.55
4,20,1,0,0,0.94,11.719999999999999,11.9374,11.0014,1,DC,7,0.11666666666666667
4,20,2,0,0,0.94,11.719999999999999,11.9374,11.0014,1,DC,2,0.03333333333333333
4,20,3,0,0,0.94,11.719999999999999,11.9374,0.0,1,DC,2,0.03333333333333333
4,20,4,0,0,1.0,10.400000000000002,11.227700000000002,7.0015,1,DC,9,0.15
4,20,5,0,0,0.94,10.400000000000002,11.227700000000002,12.998000000000001,1,DC,15,0.25
4,20,6,0,0,0.94,11.719999999999999,11.9374,11.0014,1,DC,64,1.0666666666666667
4,20,7,0,0,0.94,13.04,12.651800000000001,0.0,1,DC,237,3.95
4,20,8,0,0,0.69,24.92,20.4867,31.0009,1,DC,396,6.6
4,20,9,0,0,0.61,27.560000000000002,21.196399999999997,19.0012,1,DC,197,3.283333333333333
4,20,10,0,0,0.69,24.92,20.4867,6.0032,1,DC,131,2.183333333333333
4,20,11,0,0,0.69,24.92,20.4867,6.0032,1,DC,118,1.9666666666666666
4,20,12,0,0,0.48,30.199999999999996,22.6205,26.0027,1,DC,145,2.4166666666666665
4,20,13,0,0,0.48,30.199999999999996,22.6205,26.0027,1,DC,177,2.95
4,20,14,0,0,0.4,32.839999999999996,22.6205,31.0009,1,DC,148,2.466666666666667
4,20,15,0,0,0.35,34.160000000000004,23.334899999999998,23.9994,2,DC,145,2.4166666666666665
4,20,16,0,0,0.35,34.160000000000004,23.334899999999998,23.9994,2,DC,255,4.25
4,20,17,0,0,0.37,32.839999999999996,22.6205,27.999299999999998,2,DC,432,7.2
4,20,18,0,0,0.3,32.839999999999996,22.6205,23.9994,1,DC,441,7.35
4,20,19,0,0,0.32,30.199999999999996,21.9108,16.997899999999998,1,DC,383,6.383333333333334
4,20,20,0,0,0.32,28.880000000000003,21.196399999999997,7.0015,1,DC,225,3.75
4,20,21,0,0,0.36,27.560000000000002,21.196399999999997,19.0012,1,DC,172,2.8666666666666667
4,20,22,0,0,0.41,24.92,21.196399999999997,16.997899999999998,1,DC,117,1.95
4,20,23,0,0,0.4,23.6,21.196399999999997,22.0028,1,DC,93,1.55
4,21,0,0,0,0.43,20.96,16.9241,23.9994,1,DC,44,0.7333333333333333
4,21,1,0,0,0.45,18.32,15.5,15.001299999999999,1,DC,26,0.43333333333333335
4,21,2,0,0,0.42,17.0,14.785599999999999,26.0027,1,DC,13,0.21666666666666667
4,21,3,0,0,0.51,14.360000000000003,13.3615,31.0009,2,DC,7,0.11666666666666667
4,21,4,0,0,0.54,13.04,12.651800000000001,30.002599999999997,2,DC,6,0.1
4,21,5,0,0,0.54,11.719999999999999,11.9374,36.9974,2,DC,14,0.23333333333333334
4,21,6,0,0,0.58,10.400000000000002,11.227700000000002,39.000699999999995,2,DC,75,1.25
4,21,7,0,0,0.47,11.719999999999999,11.9374,31.0009,2,DC,198,3.3
4,21,8,0,0,0.5,10.400000000000002,11.227700000000002,32.9975,2,DC,365,6.083333333333333
4,21,9,0,0,0.47,11.719999999999999,11.9374,19.0012,2,DC,196,3.2666666666666666
4,21,10,0,0,0.44,11.719999999999999,11.9374,23.9994,1,DC,98,1.6333333333333333
4,21,11,0,0,0.41,13.04,12.651800000000001,19.0012,1,DC,133,2.216666666666667
4,21,12,0,0,0.38,14.360000000000003,13.3615,11.0014,1,DC,199,3.316666666666667
4,21,13,0,0,0.33,15.68,14.0759,22.0028,1,DC,177,2.95
4,21,14,0,0,0.34,17.0,14.785599999999999,26.0027,1,DC,228,3.8
4,21,15,0,0,0.29,18.32,15.5,27.999299999999998,1,DC,235,3.9166666666666665
4,21,16,0,0,0.27,18.32,15.5,23.9994,1,DC,294,4.9
4,21,17,0,0,0.29,17.0,14.785599999999999,11.0014,1,DC,481,8.016666666666667
4,21,18,0,0,0.25,17.0,14.785599999999999,19.0012,1,DC,452,7.533333333333333
4,21,19,0,0,0.28,14.360000000000003,13.3615,19.0012,1,DC,324,5.4
4,21,20,0,0,0.3,13.04,12.651800000000001,8.9981,1,DC,204,3.4
4,21,21,0,0,0.47,11.719999999999999,11.9374,12.998000000000001,1,DC,184,3.066666666666667
4,21,22,0,0,0.38,11.719999999999999,11.9374,6.0032,1,DC,137,2.283333333333333
4,21,23,0,0,0.43,10.400000000000002,11.227700000000002,7.0015,1,DC,99,1.65
4,22,0,0,0,0.62,7.759999999999998,8.3795,12.998000000000001,1,DC,33,0.55
4,22,1,0,0,0.53,7.759999999999998,7.665099999999999,16.997899999999998,1,DC,24,0.4
4,22,2,0,0,0.53,7.759999999999998,7.665099999999999,19.999499999999998,1,DC,9,0.15
4,22,3,0,0,0.53,7.759999999999998,7.665099999999999,19.999499999999998,1,DC,2,0.03333333333333333
4,22,4,0,0,0.53,6.440000000000001,6.955399999999999,19.0012,1,DC,3,0.05
4,22,5,0,0,0.53,6.440000000000001,6.955399999999999,15.001299999999999,1,DC,16,0.26666666666666666
4,22,6,0,0,0.53,6.440000000000001,6.955399999999999,19.0012,1,DC,49,0.8166666666666667
4,22,7,0,0,0.53,6.440000000000001,6.955399999999999,19.0012,2,DC,180,3.0
4,22,8,0,0,0.53,6.440000000000001,6.955399999999999,16.997899999999998,2,DC,346,5.766666666666667
4,22,9,0,0,0.61,6.440000000000001,6.241,19.999499999999998,3,DC,195,3.25
4,22,10,0,0,0.62,7.759999999999998,8.3795,12.998000000000001,2,DC,136,2.2666666666666666
4,22,11,0,0,0.66,6.440000000000001,7.665099999999999,12.998000000000001,3,DC,106,1.7666666666666666
4,22,12,0,0,0.76,6.440000000000001,7.665099999999999,8.9981,3,DC,80,1.3333333333333333
4,22,13,0,0,0.87,6.440000000000001,7.665099999999999,12.998000000000001,3,DC,40,0.6666666666666666
4,22,14,0,0,0.87,6.440000000000001,6.955399999999999,16.997899999999998,3,DC,36,0.6
4,22,15,0,0,0.87,6.440000000000001,7.665099999999999,12.998000000000001,3,DC,75,1.25
4,22,16,0,0,0.87,6.440000000000001,7.665099999999999,8.9981,3,DC,62,1.0333333333333334
4,22,17,0,0,0.93,5.120000000000001,6.241,15.001299999999999,3,DC,69,1.15
4,22,18,0,0,0.93,5.120000000000001,6.241,15.001299999999999,3,DC,51,0.85
4,22,19,0,0,0.93,5.120000000000001,6.241,15.001299999999999,3,DC,55,0.9166666666666666
4,22,20,0,0,0.87,5.120000000000001,6.241,15.001299999999999,3,DC,47,0.7833333333333333
4,22,21,0,0,0.93,3.8000000000000007,6.241,11.0014,3,DC,28,0.4666666666666667
4,22,22,0,0,1.0,3.8000000000000007,6.241,8.9981,3,DC,24,0.4
4,22,23,0,0,0.93,5.120000000000001,7.665099999999999,7.0015,3,DC,17,0.2833333333333333
4,23,0,0,1,1.0,5.120000000000001,6.955399999999999,12.998000000000001,2,DC,18,0.3
4,23,1,0,1,1.0,5.120000000000001,6.955399999999999,12.998000000000001,2,DC,16,0.26666666666666666
4,23,2,0,1,1.0,5.120000000000001,7.665099999999999,8.9981,3,DC,17,0.2833333333333333
4,23,3,0,1,1.0,5.120000000000001,7.665099999999999,6.0032,3,DC,4,0.06666666666666667
4,23,4,0,1,1.0,6.440000000000001,9.089199999999998,0.0,3,DC,5,0.08333333333333333
4,23,5,0,1,1.0,6.440000000000001,9.089199999999998,0.0,3,DC,7,0.11666666666666667
4,23,6,0,1,1.0,6.440000000000001,7.665099999999999,11.0014,2,DC,11,0.18333333333333332
4,23,7,0,1,1.0,6.440000000000001,7.665099999999999,11.0014,3,DC,19,0.31666666666666665
4,23,8,0,1,1.0,7.759999999999998,7.665099999999999,16.997899999999998,2,DC,47,0.7833333333333333
4,23,9,0,1,0.94,9.080000000000002,10.513299999999997,19.999499999999998,2,DC,68,1.1333333333333333
4,23,10,0,1,0.88,11.719999999999999,11.9374,15.001299999999999,2,DC,129,2.15
4,23,11,0,1,0.88,14.360000000000003,13.3615,15.001299999999999,2,DC,232,3.8666666666666667
4,23,12,0,1,0.83,18.32,15.5,27.999299999999998,1,DC,291,4.85
4,23,13,0,1,0.83,18.32,15.5,26.0027,1,DC,312,5.2
4,23,14,0,1,0.78,22.279999999999994,17.6385,23.9994,1,DC,391,6.516666666666667
4,23,15,0,1,0.73,23.6,19.772299999999998,26.0027,1,DC,397,6.616666666666666
4,23,16,0,1,0.73,23.6,19.772299999999998,19.0012,1,DC,426,7.1
4,23,17,0,1,0.73,23.6,19.772299999999998,22.0028,1,DC,383,6.383333333333334
4,23,18,0,1,0.78,22.279999999999994,17.6385,12.998000000000001,1,DC,376,6.266666666666667
4,23,19,0,1,0.83,20.96,16.9241,19.0012,1,DC,283,4.716666666666667
4,23,20,0,1,0.88,19.64,16.2144,16.997899999999998,2,DC,183,3.05
4,23,21,0,1,0.83,20.96,16.9241,19.0012,2,DC,135,2.25
4,23,22,0,1,0.78,22.279999999999994,17.6385,16.997899999999998,2,DC,169,2.816666666666667
4,23,23,0,1,0.88,19.64,16.2144,11.0014,2,DC,117,1.95
4,24,0,0,1,0.83,18.32,15.5,15.001299999999999,1,DC,96,1.6
4,24,1,0,1,0.88,17.0,14.785599999999999,12.998000000000001,1,DC,54,0.9
4,24,2,0,1,0.88,17.0,14.785599999999999,12.998000000000001,1,DC,72,1.2
4,24,3,0,1,0.94,17.0,14.785599999999999,6.0032,1,DC,24,0.4
4,24,4,0,1,0.94,17.0,14.785599999999999,6.0032,1,DC,5,0.08333333333333333
4,24,5,0,1,0.94,17.0,14.785599999999999,6.0032,1,DC,12,0.2
4,24,6,0,1,1.0,17.0,14.785599999999999,0.0,2,DC,13,0.21666666666666667
4,24,7,0,1,1.0,17.0,14.785599999999999,0.0,2,DC,27,0.45
4,24,8,0,1,0.94,18.32,15.5,15.001299999999999,1,DC,80,1.3333333333333333
4,24,9,0,1,0.88,20.96,16.9241,16.997899999999998,1,DC,177,2.95
4,24,10,0,1,0.78,23.6,19.0626,11.0014,1,DC,289,4.816666666666666
4,24,11,0,1,0.65,27.560000000000002,21.196399999999997,8.9981,1,DC,317,5.283333333333333
4,24,12,0,1,0.65,28.880000000000003,21.9108,16.997899999999998,1,DC,388,6.466666666666667
4,24,13,0,1,0.58,30.199999999999996,22.6205,19.0012,1,DC,441,7.35
4,24,14,0,1,0.54,30.199999999999996,22.6205,22.0028,1,DC,420,7.0
4,24,15,0,1,0.61,27.560000000000002,21.196399999999997,16.997899999999998,1,DC,369,6.15
4,24,16,0,1,0.48,32.839999999999996,23.334899999999998,26.0027,1,DC,359,5.983333333333333
4,24,17,0,1,0.65,27.560000000000002,21.196399999999997,19.999499999999998,1,DC,331,5.516666666666667
4,24,18,0,1,0.69,26.240000000000002,20.4867,11.0014,1,DC,270,4.5
4,24,19,0,1,0.83,23.6,18.3482,19.0012,3,DC,194,3.2333333333333334
4,24,20,0,1,0.83,23.6,18.3482,19.0012,3,DC,105,1.75
4,24,21,0,1,0.94,19.64,16.2144,11.0014,3,DC,61,1.0166666666666666
4,24,22,0,1,1.0,19.64,16.2144,11.0014,3,DC,45,0.75
4,24,23,0,1,1.0,19.64,16.2144,6.0032,3,DC,42,0.7
4,25,0,0,0,1.0,18.32,15.5,0.0,3,DC,12,0.2
4,25,1,0,0,1.0,19.64,16.2144,6.0032,1,DC,10,0.16666666666666666
4,25,2,0,0,1.0,19.64,16.2144,6.0032,1,DC,10,0.16666666666666666
4,25,3,0,0,1.0,17.0,14.785599999999999,7.0015,2,DC,10,0.16666666666666666
4,25,4,0,0,1.0,18.32,15.5,0.0,2,DC,5,0.08333333333333333
4,25,5,0,0,1.0,14.360000000000003,13.3615,0.0,2,DC,17,0.2833333333333333
4,25,6,0,0,1.0,17.0,14.785599999999999,0.0,2,DC,66,1.1
4,25,7,0,0,1.0,18.32,15.5,6.0032,2,DC,196,3.2666666666666666
4,25,8,0,0,0.88,20.96,16.9241,7.0015,1,DC,353,5.883333333333334
4,25,9,0,0,0.83,23.6,18.3482,8.9981,1,DC,174,2.9
4,25,10,0,0,0.73,26.240000000000002,20.4867,15.001299999999999,1,DC,125,2.0833333333333335
4,25,11,0,0,0.73,26.240000000000002,20.4867,15.001299999999999,1,DC,147,2.45
4,25,12,0,0,0.74,27.560000000000002,21.196399999999997,16.997899999999998,1,DC,188,3.1333333333333333
4,25,13,0,0,0.65,30.199999999999996,22.6205,15.001299999999999,1,DC,203,3.3833333333333333
4,25,14,0,0,0.54,31.519999999999996,23.334899999999998,15.001299999999999,1,DC,146,2.433333333333333
4,25,15,0,0,0.51,32.839999999999996,23.334899999999998,15.001299999999999,1,DC,175,2.9166666666666665
4,25,16,0,0,0.54,30.199999999999996,22.6205,23.9994,1,DC,239,3.9833333333333334
4,25,17,0,0,0.54,30.199999999999996,22.6205,19.999499999999998,1,DC,521,8.683333333333334
4,25,18,0,0,0.57,28.880000000000003,21.9108,23.9994,1,DC,499,8.316666666666666
